Employee ID,Basic Salary,House Rent Allowance,Travel Allowance,Provident Fund,Income Tax,Insurance,Professional Tax,ESIC
EMP0464,482590,96518,9651,57910,0.1,14477,200,19303
EMP0465,955118,191023,19102,114614,0.05,28653,200,38204
EMP0466,513752,102750,10275,61650,0.1,15412,200,20550
EMP0467,458132,91626,9162,54975,0.1,13743,200,18325
EMP0468,578978,115795,11579,69477,0.1,17369,200,23159
EMP0469,597957,119591,11959,71754,0.1,17938,200,23918
EMP0470,908685,181737,18173,109042,0.05,27260,200,36347
EMP0471,656987,131397,13139,78838,0.1,19709,200,26279
EMP0472,981070,196214,19621,117728,0.05,29432,200,39242
EMP0473,577044,115408,11540,69245,0.1,17311,200,23081
EMP0474,529960,105992,10599,63595,0.1,15898,200,21198
EMP0475,840787,168157,16815,100894,0.05,25223,200,33631
EMP0476,403013,80602,8060,48361,0.1,12090,200,16120
EMP0477,827000,165400,16540,99240,0.05,24810,200,33080
EMP0478,854978,170995,17099,102597,0.05,25649,200,34199
EMP0479,694027,138805,13880,83283,0.1,20820,200,27761
EMP0480,897173,179434,17943,107660,0.05,26915,200,35886
EMP0481,813384,162676,16267,97606,0.05,24401,200,32535
EMP0482,516514,103302,10330,61981,0.1,15495,200,20660
EMP0483,312977,62595,6259,37557,0.1,9389,200,12519
EMP0484,597537,119507,11950,71704,0.1,17926,200,23901
EMP0485,914799,182959,18295,109775,0.05,27443,200,36591
EMP0486,627978,125595,12559,75357,0.1,18839,200,25119
EMP0487,424856,84971,8497,50982,0.1,12745,200,16994
EMP0488,589927,117985,11798,70791,0.1,17697,200,23597
EMP0489,475202,95040,9504,57024,0.1,14256,200,19008
EMP0490,760413,152082,15208,91249,0.05,22812,200,30416
EMP0491,415614,83122,8312,49873,0.1,12468,200,16624
EMP0492,582099,116419,11641,69851,0.1,17462,200,23283
EMP0493,496745,99349,9934,59609,0.1,14902,200,19869
EMP0494,999010,199802,19980,119881,0.05,29970,200,39960
EMP0495,962370,192474,19247,115484,0.05,28871,200,38494
EMP0496,964316,192863,19286,115717,0.05,28929,200,38572
EMP0497,356927,71385,7138,42831,0.1,10707,200,14277
EMP0498,395164,79032,7903,47419,0.1,11854,200,15806
EMP0499,676232,135246,13524,81147,0.1,20286,200,27049
EMP0500,845476,169095,16909,101457,0.05,25364,200,33819
EMP0501,539548,107909,10790,64745,0.1,16186,200,21581
EMP0502,349682,69936,6993,41961,0.1,10490,200,13987
EMP0503,415004,83000,8300,49800,0.1,12450,200,16600
EMP0504,899976,179995,17999,107997,0.05,26999,200,35999
EMP0505,351945,70389,7038,42233,0.1,10558,200,14077
EMP0506,941966,188393,18839,113035,0.05,28258,200,37678
EMP0507,549645,109929,10992,65957,0.1,16489,200,21985
EMP0508,662391,132478,13247,79486,0.1,19871,200,26495
EMP0509,929030,185806,18580,111483,0.05,27870,200,37161
EMP0510,795075,159015,15901,95409,0.05,23852,200,31803
EMP0511,759644,151928,15192,91157,0.05,22789,200,30385
EMP0512,872110,174422,17442,104653,0.05,26163,200,34884
EMP0513,703191,140638,14063,84382,0.05,21095,200,28127
EMP0514,701797,140359,14035,84215,0.05,21053,200,28071
EMP0515,703361,140672,14067,84403,0.05,21100,200,28134
EMP0516,919421,183884,18388,110330,0.05,27582,200,36776
EMP0517,633326,126665,12666,75999,0.1,18999,200,25333
EMP0518,450233,90046,9004,54027,0.1,13506,200,18009
EMP0519,819327,163865,16386,98319,0.05,24579,200,32773
EMP0520,788012,157602,15760,94561,0.05,23640,200,31520
EMP0521,660354,132070,13207,79242,0.1,19810,200,26414
EMP0522,746811,149362,14936,89617,0.05,22404,200,29872
EMP0523,303558,60711,6071,36426,0.1,9106,200,12142
EMP0524,758141,151628,15162,90976,0.05,22744,200,30325
EMP0525,750608,150121,15012,90072,0.05,22518,200,30024
EMP0526,802497,160499,16049,96299,0.05,24074,200,32099
EMP0527,644723,128944,12894,77366,0.1,19341,200,25788
EMP0528,967237,193447,19344,116068,0.05,29017,200,38689
EMP0529,618780,123756,12375,74253,0.1,18563,200,24751
EMP0530,334532,66906,6690,40143,0.1,10035,200,13381
EMP0531,544038,108807,10880,65284,0.1,16321,200,21761
EMP0532,439247,87849,8784,52709,0.1,13177,200,17569
EMP0533,663223,132644,13264,79586,0.1,19896,200,26528
EMP0534,594444,118888,11888,71333,0.1,17833,200,23777
EMP0535,834489,166897,16689,100138,0.05,25034,200,33379
EMP0536,977721,195544,19554,117326,0.05,29331,200,39108
EMP0537,840755,168151,16815,100890,0.05,25222,200,33630
EMP0538,980725,196145,19614,117687,0.05,29421,200,39229
EMP0539,310423,62084,6208,37250,0.1,9312,200,12416
EMP0540,754024,150804,15080,90482,0.05,22620,200,30160
EMP0541,804057,160811,16081,96486,0.05,24121,200,32162
EMP0542,730475,146095,14609,87657,0.05,21914,200,29219
EMP0543,708780,141756,14175,85053,0.05,21263,200,28351
EMP0544,995382,199076,19907,119445,0.05,29861,200,39815
EMP0545,988305,197661,19766,118596,0.05,29649,200,39532
EMP0546,449992,89998,8999,53999,0.1,13499,200,17999
EMP0547,338136,67627,6762,40576,0.1,10144,200,13525
EMP0548,974665,194933,19493,116959,0.05,29239,200,38986
EMP0549,795415,159083,15908,95449,0.05,23862,200,31816
EMP0550,511995,102399,10239,61439,0.1,15359,200,20479
EMP0551,700462,140092,14009,84055,0.05,21013,200,28018
EMP0552,567487,113497,11349,68098,0.1,17024,200,22699
EMP0553,946836,189367,18936,113620,0.05,28405,200,37873
EMP0554,724001,144800,14480,86880,0.05,21720,200,28960
EMP0555,706597,141319,14131,84791,0.05,21197,200,28263
EMP0556,666615,133323,13332,79993,0.1,19998,200,26664
EMP0557,801852,160370,16037,96222,0.05,24055,200,32074
EMP0558,789852,157970,15797,94782,0.05,23695,200,31594
EMP0559,721437,144287,14428,86572,0.05,21643,200,28857
EMP0560,768198,153639,15363,92183,0.05,23045,200,30727
EMP0561,377253,75450,7545,45270,0.1,11317,200,15090
EMP0562,987033,197406,19740,118443,0.05,29610,200,39481
EMP0563,681952,136390,13639,81834,0.1,20458,200,27278
EMP0564,672486,134497,13449,80698,0.1,20174,200,26899
EMP0565,477758,95551,9555,57330,0.1,14332,200,19110
EMP0566,827503,165500,16550,99300,0.05,24825,200,33100
EMP0567,597763,119552,11955,71731,0.1,17932,200,23910
EMP0568,955835,191167,19116,114700,0.05,28675,200,38233
EMP0569,986912,197382,19738,118429,0.05,29607,200,39476
EMP0570,826384,165276,16527,99166,0.05,24791,200,33055
EMP0571,865788,173157,17315,103894,0.05,25973,200,34631
EMP0572,356779,71355,7135,42813,0.1,10703,200,14271
EMP0573,958502,191700,19170,115020,0.05,28755,200,38340
EMP0574,831204,166240,16624,99744,0.05,24936,200,33248
EMP0575,970182,194036,19403,116421,0.05,29105,200,38807
EMP0576,376908,75381,7538,45228,0.1,11307,200,15076
EMP0577,521404,104280,10428,62568,0.1,15642,200,20856
EMP0578,809785,161957,16195,97174,0.05,24293,200,32391
EMP0579,521830,104366,10436,62619,0.1,15654,200,20873
EMP0580,801221,160244,16024,96146,0.05,24036,200,32048
EMP0581,313044,62608,6260,37565,0.1,9391,200,12521
EMP0582,410426,82085,8208,49251,0.1,12312,200,16417
EMP0583,863572,172714,17271,103628,0.05,25907,200,34542
EMP0584,578852,115770,11577,69462,0.1,17365,200,23154
EMP0585,529438,105887,10588,63532,0.1,15883,200,21177
EMP0586,562129,112425,11242,67455,0.1,16863,200,22485
EMP0587,884437,176887,17688,106132,0.05,26533,200,35377
EMP0588,846379,169275,16927,101565,0.05,25391,200,33855
EMP0589,753158,150631,15063,90378,0.05,22594,200,30126
EMP0590,670325,134065,13406,80439,0.1,20109,200,26813
EMP0591,384624,76924,7692,46154,0.1,11538,200,15384
EMP0592,908958,181791,18179,109074,0.05,27268,200,36358
EMP0593,819976,163995,16399,98397,0.05,24599,200,32799
EMP0594,418516,83703,8370,50221,0.1,12555,200,16740
EMP0595,658512,131702,13170,79021,0.1,19755,200,26340
EMP0596,454044,90808,9080,54485,0.1,13621,200,18161
EMP0597,627183,125436,12543,75261,0.1,18815,200,25087
EMP0598,615621,123124,12312,73874,0.1,18468,200,24624
EMP0599,423490,84698,8469,50818,0.1,12704,200,16939
EMP0600,952548,190509,19050,114305,0.05,28576,200,38101
EMP0601,998806,199761,19976,119856,0.05,29964,200,39952
EMP0602,532774,106554,10655,63932,0.1,15983,200,21310
EMP0603,587405,117481,11748,70488,0.1,17622,200,23496
EMP0604,981972,196394,19639,117836,0.05,29459,200,39278
EMP0605,730566,146113,14611,87667,0.05,21916,200,29222
EMP0606,314682,62936,6293,37761,0.1,9440,200,12587
EMP0607,516715,103343,10334,62005,0.1,15501,200,20668
EMP0608,370108,74021,7402,44412,0.1,11103,200,14804
EMP0609,521219,104243,10424,62546,0.1,15636,200,20848
EMP0610,548829,109765,10976,65859,0.1,16464,200,21953
EMP0611,388149,77629,7762,46577,0.1,11644,200,15525
EMP0612,499915,99983,9998,59989,0.1,14997,200,19996
EMP0613,509397,101879,10187,61127,0.1,15281,200,20375
EMP0614,713066,142613,14261,85567,0.05,21391,200,28522
EMP0615,491431,98286,9828,58971,0.1,14742,200,19657
EMP0616,337606,67521,6752,40512,0.1,10128,200,13504
EMP0617,365039,73007,7300,43804,0.1,10951,200,14601
EMP0618,859149,171829,17182,103097,0.05,25774,200,34365
EMP0619,842263,168452,16845,101071,0.05,25267,200,33690
EMP0620,915290,183058,18305,109834,0.05,27458,200,36611
EMP0621,656846,131369,13136,78821,0.1,19705,200,26273
EMP0622,318943,63788,6378,38273,0.1,9568,200,12757
EMP0623,662553,132510,13251,79506,0.1,19876,200,26502
EMP0624,688375,137675,13767,82605,0.1,20651,200,27535
EMP0625,771572,154314,15431,92588,0.05,23147,200,30862
EMP0626,974572,194914,19491,116948,0.05,29237,200,38982
EMP0627,676355,135271,13527,81162,0.1,20290,200,27054
EMP0628,956735,191347,19134,114808,0.05,28702,200,38269
EMP0629,314323,62864,6286,37718,0.1,9429,200,12572
EMP0630,549261,109852,10985,65911,0.1,16477,200,21970
EMP0631,364162,72832,7283,43699,0.1,10924,200,14566
EMP0632,370797,74159,7415,44495,0.1,11123,200,14831
EMP0633,563298,112659,11265,67595,0.1,16898,200,22531
EMP0634,676138,135227,13522,81136,0.1,20284,200,27045
EMP0635,969755,193951,19395,116370,0.05,29092,200,38790
EMP0636,922463,184492,18449,110695,0.05,27673,200,36898
EMP0637,854882,170976,17097,102585,0.05,25646,200,34195
EMP0638,472950,94590,9459,56754,0.1,14188,200,18918
EMP0639,567444,113488,11348,68093,0.1,17023,200,22697
EMP0640,982275,196455,19645,117873,0.05,29468,200,39291
EMP0641,373328,74665,7466,44799,0.1,11199,200,14933
EMP0642,806294,161258,16125,96755,0.05,24188,200,32251
EMP0643,812825,162565,16256,97539,0.05,24384,200,32513
EMP0644,371039,74207,7420,44524,0.1,11131,200,14841
EMP0645,760078,152015,15201,91209,0.05,22802,200,30403
EMP0646,652011,130402,13040,78241,0.1,19560,200,26080
EMP0647,545029,109005,10900,65403,0.1,16350,200,21801
EMP0648,675358,135071,13507,81042,0.1,20260,200,27014
EMP0649,557466,111493,11149,66895,0.1,16723,200,22298
EMP0650,529222,105844,10584,63506,0.1,15876,200,21168
EMP0651,776603,155320,15532,93192,0.05,23298,200,31064
EMP0652,997696,199539,19953,119723,0.05,29930,200,39907
EMP0653,603849,120769,12076,72461,0.1,18115,200,24153
EMP0654,889824,177964,17796,106778,0.05,26694,200,35592
EMP0655,814571,162914,16291,97748,0.05,24437,200,32582
EMP0656,876682,175336,17533,105201,0.05,26300,200,35067
EMP0657,686328,137265,13726,82359,0.1,20589,200,27453
EMP0658,585379,117075,11707,70245,0.1,17561,200,23415
EMP0659,935793,187158,18715,112295,0.05,28073,200,37431
EMP0660,903521,180704,18070,108422,0.05,27105,200,36140
EMP0661,349661,69932,6993,41959,0.1,10489,200,13986
EMP0662,870964,174192,17419,104515,0.05,26128,200,34838
EMP0663,399874,79974,7997,47984,0.1,11996,200,15994
EMP0664,551007,110201,11020,66120,0.1,16530,200,22040
EMP0665,448126,89625,8962,53775,0.1,13443,200,17925
EMP0666,961668,192333,19233,115400,0.05,28850,200,38466
EMP0667,677871,135574,13557,81344,0.1,20336,200,27114
EMP0668,435235,87047,8704,52228,0.1,13057,200,17409
EMP0669,785472,157094,15709,94256,0.05,23564,200,31418
EMP0670,602128,120425,12042,72255,0.1,18063,200,24085
EMP0671,356036,71207,7120,42724,0.1,10681,200,14241
EMP0672,558011,111602,11160,66961,0.1,16740,200,22320
EMP0673,351284,70256,7025,42154,0.1,10538,200,14051
EMP0674,678987,135797,13579,81478,0.1,20369,200,27159
EMP0675,992209,198441,19844,119065,0.05,29766,200,39688
EMP0676,831671,166334,16633,99800,0.05,24950,200,33266
EMP0677,945371,189074,18907,113444,0.05,28361,200,37814
EMP0678,799617,159923,15992,95954,0.05,23988,200,31984
EMP0679,625643,125128,12512,75077,0.1,18769,200,25025
EMP0680,770961,154192,15419,92515,0.05,23128,200,30838
EMP0681,698699,139739,13973,83843,0.1,20960,200,27947
EMP0682,974406,194881,19488,116928,0.05,29232,200,38976
EMP0683,522689,104537,10453,62722,0.1,15680,200,20907
EMP0684,792623,158524,15852,95114,0.05,23778,200,31704
EMP0685,724800,144960,14496,86976,0.05,21744,200,28992
EMP0686,832177,166435,16643,99861,0.05,24965,200,33287
EMP0687,767089,153417,15341,92050,0.05,23012,200,30683
EMP0688,762192,152438,15243,91463,0.05,22865,200,30487
EMP0689,928156,185631,18563,111378,0.05,27844,200,37126
EMP0690,391868,78373,7837,47024,0.1,11756,200,15674
EMP0691,871373,174274,17427,104564,0.05,26141,200,34854
EMP0692,365094,73018,7301,43811,0.1,10952,200,14603
EMP0693,757058,151411,15141,90846,0.05,22711,200,30282
EMP0694,688441,137688,13768,82612,0.1,20653,200,27537
EMP0695,431784,86356,8635,51814,0.1,12953,200,17271
EMP0696,626560,125312,12531,75187,0.1,18796,200,25062
EMP0697,562394,112478,11247,67487,0.1,16871,200,22495
EMP0698,681351,136270,13627,81762,0.1,20440,200,27254
EMP0699,811987,162397,16239,97438,0.05,24359,200,32479
EMP0700,699187,139837,13983,83902,0.1,20975,200,27967
EMP0701,787950,157590,15759,94554,0.05,23638,200,31518
EMP0702,923132,184626,18462,110775,0.05,27693,200,36925
EMP0703,474397,94879,9487,56927,0.1,14231,200,18975
EMP0704,545909,109181,10918,65509,0.1,16377,200,21836
EMP0705,884731,176946,17694,106167,0.05,26541,200,35389
EMP0706,860481,172096,17209,103257,0.05,25814,200,34419
EMP0707,393493,78698,7869,47219,0.1,11804,200,15739
EMP0708,937320,187464,18746,112478,0.05,28119,200,37492
EMP0709,487545,97509,9750,58505,0.1,14626,200,19501
EMP0710,390704,78140,7814,46884,0.1,11721,200,15628
EMP0711,715631,143126,14312,85875,0.05,21468,200,28625
EMP0712,749499,149899,14989,89939,0.05,22484,200,29979
EMP0713,901533,180306,18030,108183,0.05,27045,200,36061
EMP0714,710315,142063,14206,85237,0.05,21309,200,28412
EMP0715,909502,181900,18190,109140,0.05,27285,200,36380
EMP0716,594790,118958,11895,71374,0.1,17843,200,23791
EMP0717,546623,109324,10932,65594,0.1,16398,200,21864
EMP0718,551842,110368,11036,66221,0.1,16555,200,22073
EMP0719,642869,128573,12857,77144,0.1,19286,200,25714
EMP0720,514252,102850,10285,61710,0.1,15427,200,20570
EMP0721,673262,134652,13465,80791,0.1,20197,200,26930
EMP0722,847223,169444,16944,101666,0.05,25416,200,33888
EMP0723,891283,178256,17825,106953,0.05,26738,200,35651
EMP0724,784671,156934,15693,94160,0.05,23540,200,31386
EMP0725,770306,154061,15406,92436,0.05,23109,200,30812
EMP0726,682172,136434,13643,81860,0.1,20465,200,27286
EMP0727,632529,126505,12650,75903,0.1,18975,200,25301
EMP0728,950845,190169,19016,114101,0.05,28525,200,38033
EMP0729,779480,155896,15589,93537,0.05,23384,200,31179
EMP0730,558481,111696,11169,67017,0.1,16754,200,22339
EMP0731,978772,195754,19575,117452,0.05,29363,200,39150
EMP0732,935756,187151,18715,112290,0.05,28072,200,37430
EMP0733,554105,110821,11082,66492,0.1,16623,200,22164
EMP0734,595127,119025,11902,71415,0.1,17853,200,23805
EMP0735,483070,96614,9661,57968,0.1,14492,200,19322
EMP0736,591928,118385,11838,71031,0.1,17757,200,23677
EMP0737,750028,150005,15000,90003,0.05,22500,200,30001
EMP0738,878723,175744,17574,105446,0.05,26361,200,35148
EMP0739,455325,91065,9106,54639,0.1,13659,200,18213
EMP0740,898345,179669,17966,107801,0.05,26950,200,35933
EMP0741,597281,119456,11945,71673,0.1,17918,200,23891
EMP0742,941153,188230,18823,112938,0.05,28234,200,37646
EMP0743,994908,198981,19898,119388,0.05,29847,200,39796
EMP0744,914732,182946,18294,109767,0.05,27441,200,36589
EMP0745,438880,87776,8777,52665,0.1,13166,200,17555
EMP0746,568170,113634,11363,68180,0.1,17045,200,22726
EMP0747,438803,87760,8776,52656,0.1,13164,200,17552
EMP0748,956516,191303,19130,114781,0.05,28695,200,38260
EMP0749,555593,111118,11111,66671,0.1,16667,200,22223
EMP0750,893737,178747,17874,107248,0.05,26812,200,35749
EMP0751,615783,123156,12315,73893,0.1,18473,200,24631
EMP0752,557509,111501,11150,66901,0.1,16725,200,22300
EMP0753,837157,167431,16743,100458,0.05,25114,200,33486
EMP0754,610592,122118,12211,73271,0.1,18317,200,24423
EMP0755,875115,175023,17502,105013,0.05,26253,200,35004
EMP0756,852040,170408,17040,102244,0.05,25561,200,34081
EMP0757,624212,124842,12484,74905,0.1,18726,200,24968
EMP0758,888526,177705,17770,106623,0.05,26655,200,35541
EMP0759,818080,163616,16361,98169,0.05,24542,200,32723
EMP0760,418268,83653,8365,50192,0.1,12548,200,16730
EMP0761,321012,64202,6420,38521,0.1,9630,200,12840
EMP0762,801568,160313,16031,96188,0.05,24047,200,32062
EMP0763,315622,63124,6312,37874,0.1,9468,200,12624
EMP0764,797034,159406,15940,95644,0.05,23911,200,31881
EMP0765,934659,186931,18693,112159,0.05,28039,200,37386
EMP0766,516366,103273,10327,61963,0.1,15490,200,20654
EMP0767,384163,76832,7683,46099,0.1,11524,200,15366
EMP0768,506601,101320,10132,60792,0.1,15198,200,20264
EMP0769,767801,153560,15356,92136,0.05,23034,200,30712
EMP0770,302479,60495,6049,36297,0.1,9074,200,12099
EMP0771,421452,84290,8429,50574,0.1,12643,200,16858
EMP0772,592042,118408,11840,71045,0.1,17761,200,23681
EMP0773,814308,162861,16286,97716,0.05,24429,200,32572
EMP0774,516847,103369,10336,62021,0.1,15505,200,20673
EMP0775,495704,99140,9914,59484,0.1,14871,200,19828
EMP0776,732928,146585,14658,87951,0.05,21987,200,29317
EMP0777,712464,142492,14249,85495,0.05,21373,200,28498
EMP0778,934522,186904,18690,112142,0.05,28035,200,37380
EMP0779,807479,161495,16149,96897,0.05,24224,200,32299
EMP0780,972614,194522,19452,116713,0.05,29178,200,38904
EMP0781,314472,62894,6289,37736,0.1,9434,200,12578
EMP0782,649038,129807,12980,77884,0.1,19471,200,25961
EMP0783,897127,179425,17942,107655,0.05,26913,200,35885
EMP0784,967425,193485,19348,116091,0.05,29022,200,38697
EMP0785,666482,133296,13329,79977,0.1,19994,200,26659
EMP0786,424200,84840,8484,50904,0.1,12726,200,16968
EMP0787,686847,137369,13736,82421,0.1,20605,200,27473
EMP0788,757635,151527,15152,90916,0.05,22729,200,30305
EMP0789,999624,199924,19992,119954,0.05,29988,200,39984
EMP0790,986570,197314,19731,118388,0.05,29597,200,39462
EMP0791,854801,170960,17096,102576,0.05,25644,200,34192
EMP0792,639564,127912,12791,76747,0.1,19186,200,25582
EMP0793,591641,118328,11832,70996,0.1,17749,200,23665
EMP0794,526179,105235,10523,63141,0.1,15785,200,21047
EMP0795,334983,66996,6699,40197,0.1,10049,200,13399
EMP0796,769243,153848,15384,92309,0.05,23077,200,30769
EMP0797,626986,125397,12539,75238,0.1,18809,200,25079
EMP0798,618601,123720,12372,74232,0.1,18558,200,24744
EMP0799,447226,89445,8944,53667,0.1,13416,200,17889
EMP0800,364956,72991,7299,43794,0.1,10948,200,14598
EMP0801,980195,196039,19603,117623,0.05,29405,200,39207
EMP0802,778317,155663,15566,93398,0.05,23349,200,31132
EMP0803,558921,111784,11178,67070,0.1,16767,200,22356
EMP0804,668604,133720,13372,80232,0.1,20058,200,26744
EMP0805,951109,190221,19022,114133,0.05,28533,200,38044
EMP0806,601484,120296,12029,72178,0.1,18044,200,24059
EMP0807,916718,183343,18334,110006,0.05,27501,200,36668
EMP0808,539346,107869,10786,64721,0.1,16180,200,21573
EMP0809,323234,64646,6464,38788,0.1,9697,200,12929
EMP0810,445721,89144,8914,53486,0.1,13371,200,17828
EMP0811,331851,66370,6637,39822,0.1,9955,200,13274
EMP0812,757400,151480,15148,90888,0.05,22722,200,30296
EMP0813,598662,119732,11973,71839,0.1,17959,200,23946
EMP0814,820148,164029,16402,98417,0.05,24604,200,32805
EMP0815,306447,61289,6128,36773,0.1,9193,200,12257
EMP0816,608460,121692,12169,73015,0.1,18253,200,24338
EMP0817,922308,184461,18446,110676,0.05,27669,200,36892
EMP0818,380612,76122,7612,45673,0.1,11418,200,15224
EMP0819,772356,154471,15447,92682,0.05,23170,200,30894
EMP0820,919964,183992,18399,110395,0.05,27598,200,36798
EMP0821,759084,151816,15181,91090,0.05,22772,200,30363
EMP0822,904028,180805,18080,108483,0.05,27120,200,36161
EMP0823,741544,148308,14830,88985,0.05,22246,200,29661
EMP0824,325388,65077,6507,39046,0.1,9761,200,13015
EMP0825,380090,76018,7601,45610,0.1,11402,200,15203
EMP0826,756596,151319,15131,90791,0.05,22697,200,30263
EMP0827,953684,190736,19073,114442,0.05,28610,200,38147
EMP0828,708782,141756,14175,85053,0.05,21263,200,28351
EMP0829,831667,166333,16633,99800,0.05,24950,200,33266
EMP0830,785522,157104,15710,94262,0.05,23565,200,31420
EMP0831,380104,76020,7602,45612,0.1,11403,200,15204
EMP0832,530162,106032,10603,63619,0.1,15904,200,21206
EMP0833,758862,151772,15177,91063,0.05,22765,200,30354
EMP0834,969612,193922,19392,116353,0.05,29088,200,38784
EMP0835,902648,180529,18052,108317,0.05,27079,200,36105
EMP0836,619894,123978,12397,74387,0.1,18596,200,24795
EMP0837,413862,82772,8277,49663,0.1,12415,200,16554
EMP0838,521772,104354,10435,62612,0.1,15653,200,20870
EMP0839,498319,99663,9966,59798,0.1,14949,200,19932
EMP0840,918549,183709,18370,110225,0.05,27556,200,36741
EMP0841,779397,155879,15587,93527,0.05,23381,200,31175
EMP0842,977202,195440,19544,117264,0.05,29316,200,39088
EMP0843,750175,150035,15003,90021,0.05,22505,200,30007
EMP0844,418042,83608,8360,50165,0.1,12541,200,16721
EMP0845,458038,91607,9160,54964,0.1,13741,200,18321
EMP0846,599149,119829,11982,71897,0.1,17974,200,23965
EMP0847,481327,96265,9626,57759,0.1,14439,200,19253
EMP0848,831124,166224,16622,99734,0.05,24933,200,33244
EMP0849,305396,61079,6107,36647,0.1,9161,200,12215
EMP0850,969881,193976,19397,116385,0.05,29096,200,38795
EMP0851,950924,190184,19018,114110,0.05,28527,200,38036
EMP0852,818613,163722,16372,98233,0.05,24558,200,32744
EMP0853,616167,123233,12323,73940,0.1,18485,200,24646
EMP0854,861686,172337,17233,103402,0.05,25850,200,34467
EMP0855,870988,174197,17419,104518,0.05,26129,200,34839
EMP0856,508098,101619,10161,60971,0.1,15242,200,20323
EMP0857,427140,85428,8542,51256,0.1,12814,200,17085
EMP0858,926369,185273,18527,111164,0.05,27791,200,37054
EMP0859,723502,144700,14470,86820,0.05,21705,200,28940
EMP0860,804014,160802,16080,96481,0.05,24120,200,32160
EMP0861,729574,145914,14591,87548,0.05,21887,200,29182
EMP0862,662793,132558,13255,79535,0.1,19883,200,26511
EMP0863,875104,175020,17502,105012,0.05,26253,200,35004
EMP0864,310253,62050,6205,37230,0.1,9307,200,12410
EMP0865,951663,190332,19033,114199,0.05,28549,200,38066
EMP0866,854661,170932,17093,102559,0.05,25639,200,34186
EMP0867,725678,145135,14513,87081,0.05,21770,200,29027
EMP0868,563178,112635,11263,67581,0.1,16895,200,22527
EMP0869,310448,62089,6208,37253,0.1,9313,200,12417
EMP0870,784621,156924,15692,94154,0.05,23538,200,31384
EMP0871,675361,135072,13507,81043,0.1,20260,200,27014
EMP0872,936379,187275,18727,112365,0.05,28091,200,37455
EMP0873,650188,130037,13003,78022,0.1,19505,200,26007
EMP0874,526574,105314,10531,63188,0.1,15797,200,21062
EMP0875,311897,62379,6237,37427,0.1,9356,200,12475
EMP0876,984997,196999,19699,118199,0.05,29549,200,39399
EMP0877,891790,178358,17835,107014,0.05,26753,200,35671
EMP0878,756623,151324,15132,90794,0.05,22698,200,30264
EMP0879,809975,161995,16199,97197,0.05,24299,200,32399
EMP0880,726223,145244,14524,87146,0.05,21786,200,29048
EMP0881,777201,155440,15544,93264,0.05,23316,200,31088
EMP0882,510415,102083,10208,61249,0.1,15312,200,20416
EMP0883,457303,91460,9146,54876,0.1,13719,200,18292
EMP0884,610984,122196,12219,73318,0.1,18329,200,24439
EMP0885,430663,86132,8613,51679,0.1,12919,200,17226
EMP0886,702578,140515,14051,84309,0.05,21077,200,28103
EMP0887,643721,128744,12874,77246,0.1,19311,200,25748
EMP0888,514293,102858,10285,61715,0.1,15428,200,20571
EMP0889,635494,127098,12709,76259,0.1,19064,200,25419
EMP0890,615889,123177,12317,73906,0.1,18476,200,24635
EMP0891,724909,144981,14498,86989,0.05,21747,200,28996
EMP0892,436879,87375,8737,52425,0.1,13106,200,17475
EMP0893,630855,126171,12617,75702,0.1,18925,200,25234
EMP0894,486954,97390,9739,58434,0.1,14608,200,19478
EMP0895,616350,123270,12327,73962,0.1,18490,200,24654
EMP0896,856816,171363,17136,102817,0.05,25704,200,34272
EMP0897,869800,173960,17396,104376,0.05,26094,200,34792
EMP0898,421091,84218,8421,50530,0.1,12632,200,16843
EMP0899,802918,160583,16058,96350,0.05,24087,200,32116
EMP0900,436089,87217,8721,52330,0.1,13082,200,17443
EMP0901,396648,79329,7932,47597,0.1,11899,200,15865
EMP0902,919922,183984,18398,110390,0.05,27597,200,36796
EMP0903,790212,158042,15804,94825,0.05,23706,200,31608
EMP0904,496678,99335,9933,59601,0.1,14900,200,19867
EMP0905,440930,88186,8818,52911,0.1,13227,200,17637
EMP0906,887149,177429,17742,106457,0.05,26614,200,35485
EMP0907,334325,66865,6686,40119,0.1,10029,200,13373
EMP0908,449606,89921,8992,53952,0.1,13488,200,17984
EMP0909,787502,157500,15750,94500,0.05,23625,200,31500
EMP0910,318607,63721,6372,38232,0.1,9558,200,12744
EMP0911,866395,173279,17327,103967,0.05,25991,200,34655
EMP0912,632620,126524,12652,75914,0.1,18978,200,25304
EMP0913,708647,141729,14172,85037,0.05,21259,200,28345
EMP0914,635518,127103,12710,76262,0.1,19065,200,25420
EMP0915,313538,62707,6270,37624,0.1,9406,200,12541
EMP0916,683434,136686,13668,82012,0.1,20503,200,27337
EMP0917,566311,113262,11326,67957,0.1,16989,200,22652
EMP0918,545882,109176,10917,65505,0.1,16376,200,21835
EMP0919,434272,86854,8685,52112,0.1,13028,200,17370
EMP0920,950714,190142,19014,114085,0.05,28521,200,38028
EMP0921,861627,172325,17232,103395,0.05,25848,200,34465
EMP0922,502657,100531,10053,60318,0.1,15079,200,20106
EMP0923,328790,65758,6575,39454,0.1,9863,200,13151
EMP0924,976195,195239,19523,117143,0.05,29285,200,39047
EMP0925,393392,78678,7867,47207,0.1,11801,200,15735
EMP0926,886155,177231,17723,106338,0.05,26584,200,35446
EMP0927,796273,159254,15925,95552,0.05,23888,200,31850
